gene_short_name	num_cells_expressed
MYH7B	MYH7B	0
TRPC4AP	TRPC4AP	8
EDEM2	EDEM2	28
PROCR	PROCR	2
RP4-614O4.12	RP4-614O4.12	0
MMP24-AS1	MMP24-AS1	66
MMP24	MMP24	0
RP4-614O4.11	RP4-614O4.11	0
EIF6	EIF6	110
FAM83C-AS1	FAM83C-AS1	0
FAM83C	FAM83C	0
UQCC1	UQCC1	9
GDF5OS	GDF5OS	0
GDF5	GDF5	0
CEP250	CEP250	6
RP3-477O4.14	RP3-477O4.14	12
RP3-477O4.16	RP3-477O4.16	1
C20orf173	C20orf173	0
ERGIC3	ERGIC3	162
SPAG4	SPAG4	1
CPNE1	CPNE1	91
RP1-309K20.6	RP1-309K20.6	0
RBM12	RBM12	4
NFS1	NFS1	9
ROMO1	ROMO1	50
RBM39	RBM39	180
PHF20	PHF20	53
SCAND1	SCAND1	208
CNBD2	CNBD2	0
LINC00657	LINC00657	25
RP4-550H1.4	RP4-550H1.4	0
RP4-550H1.5	RP4-550H1.5	0
EPB41L1	EPB41L1	0
RP11-234K24.3	RP11-234K24.3	0
AL121895.1	AL121895.1	0
AAR2	AAR2	7
DLGAP4	DLGAP4	26
RP5-977B1.7	RP5-977B1.7	0
MYL9	MYL9	4
RP5-977B1.11	RP5-977B1.11	0
TGIF2	TGIF2	15
TGIF2-C20orf24	TGIF2-C20orf24	0
C20orf24	C20orf24	84
SLA2	SLA2	13
NDRG3	NDRG3	19
DSN1	DSN1	2
SOGA1	SOGA1	0
TLDC2	TLDC2	0
SAMHD1	SAMHD1	34
RBL1	RBL1	2
RBL1.1	RBL1.1	0
MROH8	MROH8	0
RPN2	RPN2	114
GHRH	GHRH	0
MANBAL	MANBAL	14
SRC	SRC	1
BLCAP	BLCAP	45
NNAT	NNAT	0
LINC00489	LINC00489	0
RP4-640H8.2	RP4-640H8.2	0
CTNNBL1	CTNNBL1	54
VSTM2L	VSTM2L	0
TTI1	TTI1	3
RPRD1B	RPRD1B	2
TGM2	TGM2	0
KIAA1755	KIAA1755	0
BPI	BPI	0
CTD-2308N23.2	CTD-2308N23.2	0
LBP	LBP	0
RP4-564F22.5	RP4-564F22.5	0
SNORA71B	SNORA71B	0
RALGAPB	RALGAPB	5
ADIG	ADIG	0
ARHGAP40	ARHGAP40	0
SLC32A1	SLC32A1	0
ACTR5	ACTR5	5
PPP1R16B	PPP1R16B	7
FAM83D	FAM83D	1
RP4-616B8.4	RP4-616B8.4	0
DHX35	DHX35	5
RP4-705O1.1	RP4-705O1.1	0
RP5-1031J8.1	RP5-1031J8.1	0
RP11-101E14.2	RP11-101E14.2	0
RP11-101E14.3	RP11-101E14.3	0
RP1-191L6.2	RP1-191L6.2	0
MAFB	MAFB	0
RP4-644L1.2	RP4-644L1.2	0
TOP1	TOP1	43
RP1-1J6.2	RP1-1J6.2	0
PLCG1	PLCG1	5
ZHX3	ZHX3	1
LPIN3	LPIN3	0
EMILIN3	EMILIN3	0
CHD6	CHD6	25
RP5-1121H13.4	RP5-1121H13.4	0
RP5-1121H13.3	RP5-1121H13.3	0
PTPRT	PTPRT	0
RP4-753D4.2	RP4-753D4.2	0
RP1-269M15.3	RP1-269M15.3	0
SRSF6	SRSF6	18
L3MBTL1	L3MBTL1	7
RP1-138B7.5	RP1-138B7.5	0
SGK2	SGK2	1
IFT52	IFT52	15
MYBL2	MYBL2	0
GTSF1L	GTSF1L	1
RP5-1030M6.3	RP5-1030M6.3	0
TOX2	TOX2	1
JPH2	JPH2	0
OSER1	OSER1	44
OSER1-AS1	OSER1-AS1	13
GDAP1L1	GDAP1L1	0
FITM2	FITM2	0
R3HDML	R3HDML	0
RP5-881L22.5	RP5-881L22.5	0
HNF4A	HNF4A	0
HNF4A-AS1	HNF4A-AS1	0
RP5-881L22.6	RP5-881L22.6	0
RP5-1013A22.5	RP5-1013A22.5	0
RP5-1013A22.2	RP5-1013A22.2	0
C20orf62	C20orf62	0
TTPAL	TTPAL	2
SERINC3	SERINC3	30
PKIG	PKIG	62
Z97053.1	Z97053.1	0
ADA	ADA	18
RP11-445H22.3	RP11-445H22.3	0
RP11-445H22.4	RP11-445H22.4	0
WISP2	WISP2	0
KCNK15	KCNK15	0
RIMS4	RIMS4	0
YWHAB	YWHAB	234
PABPC1L	PABPC1L	12
TOMM34	TOMM34	10
STK4-AS1	STK4-AS1	0
STK4	STK4	60
KCNS1	KCNS1	0
WFDC5	WFDC5	0
WFDC12	WFDC12	0
PI3	PI3	0
SEMG1	SEMG1	0
SEMG2	SEMG2	0
SLPI	SLPI	0
MATN4	MATN4	0
RBPJL	RBPJL	0
SDC4	SDC4	0
SYS1	SYS1	34
SYS1-DBNDD2	SYS1-DBNDD2	0
TP53TG5	TP53TG5	0
DBNDD2	DBNDD2	1
PIGT	PIGT	30
AL031663.2	AL031663.2	0
RP3-461P17.10	RP3-461P17.10	0
AL031663.1	AL031663.1	0
WFDC2	WFDC2	0
RP3-461P17.9	RP3-461P17.9	0
SPINT3	SPINT3	0
WFDC6	WFDC6	0
EPPIN-WFDC6	EPPIN-WFDC6	0
EPPIN	EPPIN	0
WFDC8	WFDC8	0
WFDC9	WFDC9	0
WFDC10A	WFDC10A	0
WFDC11	WFDC11	0
WFDC10B	WFDC10B	0
WFDC13	WFDC13	0
SPINT4	SPINT4	0
WFDC3	WFDC3	0
DNTTIP1	DNTTIP1	19
UBE2C	UBE2C	1
TNNC2	TNNC2	2
SNX21	SNX21	0
ACOT8	ACOT8	24
ZSWIM3	ZSWIM3	2
ZSWIM1	ZSWIM1	0
SPATA25	SPATA25	0
NEURL2	NEURL2	1
CTSA	CTSA	47
RP3-337O18.9	RP3-337O18.9	0
PLTP	PLTP	8
PCIF1	PCIF1	13
ZNF335	ZNF335	11
MMP9	MMP9	0
RP11-465L10.10	RP11-465L10.10	0
SLC12A5	SLC12A5	1
NCOA5	NCOA5	5
CD40	CD40	76
RP5-998H6.2	RP5-998H6.2	0
CDH22	CDH22	0
SLC35C2	SLC35C2	40
ELMO2	ELMO2	2
ZNF334	ZNF334	0
OCSTAMP	OCSTAMP	0
SLC13A3	SLC13A3	0
TP53RK	TP53RK	14
RP1-28H20.3	RP1-28H20.3	0
SLC2A10	SLC2A10	0
EYA2	EYA2	1
RP11-323C15.2	RP11-323C15.2	0
ZMYND8	ZMYND8	6
AL031666.2	AL031666.2	0
RP4-569M23.2	RP4-569M23.2	0
RP1-148H17.1	RP1-148H17.1	0
NCOA3	NCOA3	15
SULF2	SULF2	0
CTD-2653D5.1	CTD-2653D5.1	0
RP11-347D21.1	RP11-347D21.1	0
RP11-347D21.2	RP11-347D21.2	0
RP11-347D21.3	RP11-347D21.3	0
RP11-347D21.4	RP11-347D21.4	0
LINC00494	LINC00494	2
RP1-66N13.1	RP1-66N13.1	0
PREX1	PREX1	14
ARFGEF2	ARFGEF2	5
RP1-155G6.4	RP1-155G6.4	0
CSE1L	CSE1L	11
STAU1	STAU1	25
DDX27	DDX27	38
ZNFX1	ZNFX1	5
ZFAS1	ZFAS1	383
KCNB1	KCNB1	0
PTGIS	PTGIS	0
B4GALT5	B4GALT5	2
SLC9A8	SLC9A8	7
SPATA2	SPATA2	5
RNF114	RNF114	55
SNAI1	SNAI1	1
TRERNA1	TRERNA1	0
TMEM189-UBE2V1	TMEM189-UBE2V1	0
UBE2V1	UBE2V1	4
TMEM189	TMEM189	8
RP11-112L6.3	RP11-112L6.3	0
RP11-112L6.2	RP11-112L6.2	0
RP11-112L6.4	RP11-112L6.4	0
CEBPB	CEBPB	109
RP11-290F20.3	RP11-290F20.3	0
RP11-290F20.1	RP11-290F20.1	0
RP11-290F20.2	RP11-290F20.2	0
PTPN1	PTPN1	36
RP4-530I15.9	RP4-530I15.9	0
FAM65C	FAM65C	0
RP4-530I15.6	RP4-530I15.6	0
PARD6B	PARD6B	1
BCAS4	BCAS4	65
ADNP	ADNP	8
RP5-914P20.5	RP5-914P20.5	3
DPM1	DPM1	35
MOCS3	MOCS3	3
RP5-955M13.4	RP5-955M13.4	0
KCNG1	KCNG1	19
NFATC2	NFATC2	10
ATP9A	ATP9A	0
SALL4	SALL4	0
RP5-1112F19.2	RP5-1112F19.2	0
ZFP64	ZFP64	2
RP4-723E3.1	RP4-723E3.1	0
RP4-583K8.1	RP4-583K8.1	0
RP5-1022J11.2	RP5-1022J11.2	0
RP4-715N11.2	RP4-715N11.2	0
RP11-80K6.2	RP11-80K6.2	0
TSHZ2	TSHZ2	1
RP11-15M15.1	RP11-15M15.1	0
RP11-15M15.2	RP11-15M15.2	0
RP4-678D15.1	RP4-678D15.1	0
RP4-669H2.1	RP4-669H2.1	0
RP5-823G15.5	RP5-823G15.5	0
AL354993.1	AL354993.1	0
RP4-724E16.2	RP4-724E16.2	0
ZNF217	ZNF217	7
AC005808.3	AC005808.3	0
AC006076.1	AC006076.1	0
BCAS1	BCAS1	1
AC005220.3	AC005220.3	0
CYP24A1	CYP24A1	0
PFDN4	PFDN4	9
DOK5	DOK5	0
RP5-1010E17.2	RP5-1010E17.2	0
RP5-1010E17.1	RP5-1010E17.1	0
CBLN4	CBLN4	0
MC3R	MC3R	0
RP11-380D15.3	RP11-380D15.3	0
FAM210B	FAM210B	12
AURKA	AURKA	3
CSTF1	CSTF1	7
CASS4	CASS4	0
RTFDC1	RTFDC1	79
GCNT7	GCNT7	0
FAM209A	FAM209A	4
FAM209B	FAM209B	0
RP5-843L14.1	RP5-843L14.1	0
TFAP2C	TFAP2C	0
RP5-897D18.1	RP5-897D18.1	0
RP11-560A15.4	RP11-560A15.4	0
RP11-560A15.3	RP11-560A15.3	0
BMP7	BMP7	0
RP4-813D12.2	RP4-813D12.2	0
RP4-813D12.3	RP4-813D12.3	0
SPO11	SPO11	0
RAE1	RAE1	13
MTRNR2L3	MTRNR2L3	0
RP4-800J21.3	RP4-800J21.3	1
RBM38	RBM38	44
CTCFL	CTCFL	0
PCK1	PCK1	0
RP4-718J7.4	RP4-718J7.4	0
ZBP1	ZBP1	27
PMEPA1	PMEPA1	7
RP13-379L11.2	RP13-379L11.2	0
RP13-379L11.1	RP13-379L11.1	0
C20orf85	C20orf85	0
ANKRD60	ANKRD60	0
PPP4R1L	PPP4R1L	4
RAB22A	RAB22A	9
VAPB	VAPB	21
APCDD1L	APCDD1L	0
RP5-907D15.3	RP5-907D15.3	0
MGC4294	MGC4294	0
STX16	STX16	18
STX16-NPEPL1	STX16-NPEPL1	1
NPEPL1	NPEPL1	5
RP4-806M20.5	RP4-806M20.5	0
MIR296	MIR296	0
GNAS-AS1	GNAS-AS1	0
RP4-806M20.3	RP4-806M20.3	0
GNAS	GNAS	161
RP1-309F20.4	RP1-309F20.4	0
NELFCD	NELFCD	36
CTSZ	CTSZ	37
TUBB1	TUBB1	0
ATP5E	ATP5E	471
SLMO2	SLMO2	49
ZNF831	ZNF831	1
EDN3	EDN3	0
RP4-614C15.2	RP4-614C15.2	0
RP4-614C15.3	RP4-614C15.3	0
RP11-164D18.2	RP11-164D18.2	0
PHACTR3	PHACTR3	0
RP4-719C8.1	RP4-719C8.1	0
SYCP2	SYCP2	0
FAM217B	FAM217B	6
PPP1R3D	PPP1R3D	3
CDH26	CDH26	0
C20orf197	C20orf197	0
RP5-1043L13.1	RP5-1043L13.1	0
RP11-151E14.1	RP11-151E14.1	0
RP5-827L5.2	RP5-827L5.2	0
RP5-827L5.1	RP5-827L5.1	0
CDH4	CDH4	0
RP11-429E11.3	RP11-429E11.3	0
RP11-429E11.2	RP11-429E11.2	0
TAF4	TAF4	3
LSM14B	LSM14B	2
PSMA7	PSMA7	316
SS18L1	SS18L1	2
MTG2	MTG2	8
HRH3	HRH3	0
OSBPL2	OSBPL2	9
ADRM1	ADRM1	103
RP11-157P1.4	RP11-157P1.4	0
LAMA5	LAMA5	2
RP11-157P1.5	RP11-157P1.5	0
RPS21	RPS21	641
CABLES2	CABLES2	0
RBBP8NL	RBBP8NL	0
RP5-908M14.5	RP5-908M14.5	0
GATA5	GATA5	0
RP13-379O24.3	RP13-379O24.3	0
RP13-379O24.2	RP13-379O24.2	0
C20orf166-AS1	C20orf166-AS1	0
C20orf166	C20orf166	0
WI2-87327B8.1	WI2-87327B8.1	0
RP13-30A9.1	RP13-30A9.1	0
RP13-30A9.2	RP13-30A9.2	0
RP11-93B14.6	RP11-93B14.6	0
SLCO4A1	SLCO4A1	2
RP11-93B14.5	RP11-93B14.5	0
LINC00686	LINC00686	0
NTSR1	NTSR1	0
RP11-93B14.4	RP11-93B14.4	0
LINC00659	LINC00659	0
MRGBP	MRGBP	7
OGFR-AS1	OGFR-AS1	0
OGFR	OGFR	28
COL9A3	COL9A3	8
TCFL5	TCFL5	1
DIDO1	DIDO1	14
GID8	GID8	43
SLC17A9	SLC17A9	3
BHLHE23	BHLHE23	0
RP11-305P22.9	RP11-305P22.9	0
LINC00029	LINC00029	0
LINC01056	LINC01056	0
HAR1B	HAR1B	6
HAR1A	HAR1A	6
RP5-963E22.5	RP5-963E22.5	0
RP5-963E22.4	RP5-963E22.4	0
YTHDF1	YTHDF1	4
BIRC7	BIRC7	1
NKAIN4	NKAIN4	0
ARFGAP1	ARFGAP1	17
COL20A1	COL20A1	0
CHRNA4	CHRNA4	0
RP11-261N11.8	RP11-261N11.8	0
KCNQ2	KCNQ2	0
RP11-358D14.2	RP11-358D14.2	0
EEF1A2	EEF1A2	0
RP4-697K14.3	RP4-697K14.3	0
PPDPF	PPDPF	507
PTK6	PTK6	0
SRMS	SRMS	0
C20orf195	C20orf195	2
HELZ2	HELZ2	13
GMEB2	GMEB2	5
CTD-3184A7.4	CTD-3184A7.4	60
STMN3	STMN3	65
RTEL1	RTEL1	0
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	0
TNFRSF6B	TNFRSF6B	0
ARFRP1	ARFRP1	70
ZGPAT	ZGPAT	0
RP4-583P15.15	RP4-583P15.15	0
LIME1	LIME1	2
RP4-583P15.14	RP4-583P15.14	0
SLC2A4RG	SLC2A4RG	40
ZBTB46	ZBTB46	0
RP4-583P15.10	RP4-583P15.10	1
RP4-583P15.11	RP4-583P15.11	0
AL158091.1	AL158091.1	0
ABHD16B	ABHD16B	0
C20ORF135	C20ORF135	0
TPD52L2	TPD52L2	35
DNAJC5	DNAJC5	8
UCKL1	UCKL1	28
AL118506.1	AL118506.1	0
ZNF512B	ZNF512B	2
SAMD10	SAMD10	5
PRPF6	PRPF6	44
LINC00176	LINC00176	3
SOX18	SOX18	0
TCEA2	TCEA2	38
RP13-152O15.5	RP13-152O15.5	0
RGS19	RGS19	173
OPRL1	OPRL1	2
C20orf201	C20orf201	1
NPBWR2	NPBWR2	0
MYT1	MYT1	0
PCMTD2	PCMTD2	14
MIR1302-2	MIR1302-2	0
FAM138F	FAM138F	0
OR4F17	OR4F17	0
AC016626.2	AC016626.2	0
AC092192.1	AC092192.1	0
PPAP2C	PPAP2C	0
CTD-3113P16.5	CTD-3113P16.5	0
MIER2	MIER2	3
THEG	THEG	0
AC010641.1	AC010641.1	0
C2CD4C	C2CD4C	0
SHC2	SHC2	0
ODF3L2	ODF3L2	0
MADCAM1	MADCAM1	3
AC005775.2	AC005775.2	0
TPGS1	TPGS1	67
CDC34	CDC34	5
GZMM	GZMM	111
AC009005.2	AC009005.2	0
BSG	BSG	126
HCN2	HCN2	0
AC005559.2	AC005559.2	0
POLRMT	POLRMT	17
LLNLR-299G3.1	LLNLR-299G3.1	0
AC004449.6	AC004449.6	0
FGF22	FGF22	1
RNF126	RNF126	122
AC004156.3	AC004156.3	2
FSTL3	FSTL3	0
PRSS57	PRSS57	0
PALM	PALM	0
MISP	MISP	0
AC006273.4	AC006273.4	0
AC006273.5	AC006273.5	0
AC006273.7	AC006273.7	0
PTBP1	PTBP1	54
LPPR3	LPPR3	0
AZU1	AZU1	0
PRTN3	PRTN3	0
ELANE	ELANE	0
CFD	CFD	1
MED16	MED16	21
R3HDM4	R3HDM4	88
KISS1R	KISS1R	3
ARID3A	ARID3A	3
AC005391.2	AC005391.2	0
WDR18	WDR18	40
AC004528.1	AC004528.1	0
AC004528.4	AC004528.4	0
GRIN3B	GRIN3B	0
TMEM259	TMEM259	65
CNN2	CNN2	201
AC011558.5	AC011558.5	0
ABCA7	ABCA7	11
HMHA1	HMHA1	144
POLR2E	POLR2E	114
GPX4	GPX4	292
SBNO2	SBNO2	2
STK11	STK11	9
C19orf26	C19orf26	0
AC004221.2	AC004221.2	0
ATP5D	ATP5D	409
MIDN	MIDN	9
CIRBP	CIRBP	513
CIRBP-AS1	CIRBP-AS1	0
C19orf24	C19orf24	114
MUM1	MUM1	17
EFNA2	EFNA2	0
AC005330.2	AC005330.2	0
AC004623.2	AC004623.2	0
NDUFS7	NDUFS7	136
AC005329.7	AC005329.7	0
GAMT	GAMT	44
DAZAP1	DAZAP1	44
RPS15	RPS15	798
AC027307.3	AC027307.3	2
APC2	APC2	1
C19orf25	C19orf25	65
PCSK4	PCSK4	0
CTB-25B13.6	CTB-25B13.6	0
REEP6	REEP6	8
ADAMTSL5	ADAMTSL5	1
CTB-25B13.9	CTB-25B13.9	0
PLK5	PLK5	0
MEX3D	MEX3D	0
AC005943.5	AC005943.5	0
MBD3	MBD3	11
UQCR11	UQCR11	0
UQCR11.1	UQCR11.1	341
TCF3	TCF3	24
AC005256.1	AC005256.1	0
ONECUT3	ONECUT3	0
ATP8B3	ATP8B3	0
CTB-31O20.3	CTB-31O20.3	0
REXO1	REXO1	7
CTB-31O20.6	CTB-31O20.6	0
KLF16	KLF16	5
CTB-31O20.8	CTB-31O20.8	0
CTB-31O20.2	CTB-31O20.2	32
CTB-31O20.9	CTB-31O20.9	0
ABHD17A	ABHD17A	25
SCAMP4	SCAMP4	21
ADAT3	ADAT3	1
CSNK1G2	CSNK1G2	14
CSNK1G2-AS1	CSNK1G2-AS1	0
BTBD2	BTBD2	3
AC005306.3	AC005306.3	0
MKNK2	MKNK2	36
MOB3A	MOB3A	22
IZUMO4	IZUMO4	12
AP3D1	AP3D1	20
DOT1L	DOT1L	4
AC004490.1	AC004490.1	0
PLEKHJ1	PLEKHJ1	128
SF3A2	SF3A2	38
AMH	AMH	0
JSRP1	JSRP1	2
OAZ1	OAZ1	637
C19orf35	C19orf35	0
LINGO3	LINGO3	1
LSM7	LSM7	261
LLfos-48D6.1	LLfos-48D6.1	0
TMPRSS9	TMPRSS9	0
TIMM13	TIMM13	104
LMNB2	LMNB2	7
AC005624.2	AC005624.2	0
GADD45B	GADD45B	114
GNG7	GNG7	90
CTC-265F19.3	CTC-265F19.3	0
DIRAS1	DIRAS1	0
AC006538.4	AC006538.4	0
SLC39A3	SLC39A3	41
SGTA	SGTA	16
THOP1	THOP1	13
ZNF554	ZNF554	6
ZNF555	ZNF555	1
AC006130.3	AC006130.3	0
ZNF556	ZNF556	0
ZNF57	ZNF57	0
AC006277.2	AC006277.2	0
ZNF77	ZNF77	2
TLE6	TLE6	0
TLE2	TLE2	2
AC005944.2	AC005944.2	1
AES	AES	342
GNA11	GNA11	0
AC005262.3	AC005262.3	0
AC005262.2	AC005262.2	0
GNA15	GNA15	0
AC005264.2	AC005264.2	0
S1PR4	S1PR4	204
NCLN	NCLN	15
CELF5	CELF5	0
AC010649.1	AC010649.1	0
NFIC	NFIC	8
C19orf77	C19orf77	0
DOHH	DOHH	15
FZR1	FZR1	15
MFSD12	MFSD12	7
C19orf71	C19orf71	0
AC005786.7	AC005786.7	0
AC005786.5	AC005786.5	0
HMG20B	HMG20B	38
GIPC3	GIPC3	2
TBXA2R	TBXA2R	3
CACTIN-AS1	CACTIN-AS1	0
CACTIN	CACTIN	5
PIP5K1C	PIP5K1C	5
AC004637.1	AC004637.1	0
TJP3	TJP3	2
APBA3	APBA3	16
AC005954.4	AC005954.4	0
MRPL54	MRPL54	108
RAX2	RAX2	0
MATK	MATK	17
ZFR2	ZFR2	2
ATCAY	ATCAY	0
NMRK2	NMRK2	0
DAPK3	DAPK3	15
EEF2	EEF2	597
PIAS4	PIAS4	6
AC016586.1	AC016586.1	2
ZBTB7A	ZBTB7A	18
MAP2K2	MAP2K2	60
CREB3L3	CREB3L3	0
SIRT6	SIRT6	23
ANKRD24	ANKRD24	0
EBI3	EBI3	2
CCDC94	CCDC94	21
SHD	SHD	0
TMIGD2	TMIGD2	37
FSD1	FSD1	1
STAP2	STAP2	0
AC007292.7	AC007292.7	0
MPND	MPND	3
AC007292.4	AC007292.4	0
AC007292.3	AC007292.3	0
SH3GL1	SH3GL1	23
AC007292.6	AC007292.6	0
CHAF1A	CHAF1A	7
CTB-50L17.5	CTB-50L17.5	0
UBXN6	UBXN6	22
CTB-50L17.7	CTB-50L17.7	0
CTB-50L17.9	CTB-50L17.9	0
CTB-50L17.16	CTB-50L17.16	0
HDGFRP2	HDGFRP2	5
PLIN4	PLIN4	0
PLIN5	PLIN5	0
CTB-50L17.14	CTB-50L17.14	0
LRG1	LRG1	0
SEMA6B	SEMA6B	0
TNFAIP8L1	TNFAIP8L1	11
C19orf10	C19orf10	99
AC005339.2	AC005339.2	0
DPP9	DPP9	14
AC005594.3	AC005594.3	0
MIR7-3HG	MIR7-3HG	0
AC005523.3	AC005523.3	1
FEM1A	FEM1A	14
AC005523.2	AC005523.2	0
TICAM1	TICAM1	8
CTC-518P12.6	CTC-518P12.6	0
PLIN3	PLIN3	27
ARRDC5	ARRDC5	3
KDM4B	KDM4B	15
PTPRS	PTPRS	0
CTC-482H14.5	CTC-482H14.5	0
ZNRF4	ZNRF4	0
TINCR	TINCR	0
SAFB2	SAFB2	39
SAFB	SAFB	23
RPL36	RPL36	779
C19orf70	C19orf70	147
HSD11B1L	HSD11B1L	8
LONP1	LONP1	12
CATSPERD	CATSPERD	0
PRR22	PRR22	1
CTB-54O9.9	CTB-54O9.9	0
DUS3L	DUS3L	21
NRTN	NRTN	2
FUT6	FUT6	0
FUT3	FUT3	0
AC024592.9	AC024592.9	0
FUT5	FUT5	0
AC024592.12	AC024592.12	0
NDUFA11	NDUFA11	256
AC104532.3	AC104532.3	0
AC104532.2	AC104532.2	0
VMAC	VMAC	7
AC104532.4	AC104532.4	0
CAPS	CAPS	6
RANBP3	RANBP3	14
CTC-232P5.1	CTC-232P5.1	1
RFX2	RFX2	3
CTC-232P5.3	CTC-232P5.3	0
CTB-66B24.1	CTB-66B24.1	0
ACSBG2	ACSBG2	0
CTC-503J8.6	CTC-503J8.6	4
MLLT1	MLLT1	0
CTC-503J8.4	CTC-503J8.4	1
ACER1	ACER1	0
CTB-180A7.3	CTB-180A7.3	0
CLPP	CLPP	71
ALKBH7	ALKBH7	166
PSPN	PSPN	0
GTF2F1	GTF2F1	36
CTB-180A7.8	CTB-180A7.8	0
KHSRP	KHSRP	12
SLC25A41	SLC25A41	0
SLC25A23	SLC25A23	0
CRB3	CRB3	1
DENND1C	DENND1C	32
TUBB4A	TUBB4A	0
CTD-2396E7.10	CTD-2396E7.10	0
CTD-2396E7.9	CTD-2396E7.9	0
TNFSF9	TNFSF9	0
CD70	CD70	9
TNFSF14	TNFSF14	1
C3	C3	0
GPR108	GPR108	34
TRIP10	TRIP10	0
CTD-3128G10.6	CTD-3128G10.6	0
SH2D3A	SH2D3A	23
VAV1	VAV1	30
EMR1	EMR1	0
RP11-1137G4.3	RP11-1137G4.3	0
AC025278.1	AC025278.1	0
CTB-25J19.1	CTB-25J19.1	0
MBD3L5	MBD3L5	0
MBD3L4	MBD3L4	0
MBD3L2	MBD3L2	0
MBD3L3	MBD3L3	0
ZNF557	ZNF557	5
CTB-25J19.9	CTB-25J19.9	0
INSR	INSR	0
CTB-133G6.1	CTB-133G6.1	2
CTD-2207O23.3	CTD-2207O23.3	0
CTB-133G6.2	CTB-133G6.2	0
ARHGEF18	ARHGEF18	19
PEX11G	PEX11G	0
C19orf45	C19orf45	0
CTD-2207O23.12	CTD-2207O23.12	0
ZNF358	ZNF358	3
CTD-2207O23.11	CTD-2207O23.11	0
MCOLN1	MCOLN1	7
CTD-2207O23.10	CTD-2207O23.10	0
PNPLA6	PNPLA6	7
CAMSAP3	CAMSAP3	0
XAB2	XAB2	27
PET100	PET100	53
CTD-3214H19.4	CTD-3214H19.4	1
PCP2	PCP2	1
CTD-3214H19.6	CTD-3214H19.6	0
STXBP2	STXBP2	57
RETN	RETN	2
C19orf59	C19orf59	0
CTD-3214H19.16	CTD-3214H19.16	0
TRAPPC5	TRAPPC5	12
FCER2	FCER2	131
CLEC4G	CLEC4G	4
CD209	CD209	0
CLEC4M	CLEC4M	0
EVI5L	EVI5L	1
CTD-3193O13.9	CTD-3193O13.9	0
CTD-3193O13.11	CTD-3193O13.11	0
LRRC8E	LRRC8E	0
AC010336.1	AC010336.1	0
MAP2K7	MAP2K7	28
CTD-3193O13.13	CTD-3193O13.13	0
TGFBR3L	TGFBR3L	0
CTD-3193O13.1	CTD-3193O13.1	0
SNAPC2	SNAPC2	24
CTXN1	CTXN1	0
CTD-3193O13.8	CTD-3193O13.8	0
TIMM44	TIMM44	14
ELAVL1	ELAVL1	45
CTD-3193O13.14	CTD-3193O13.14	0
CTD-2325M2.1	CTD-2325M2.1	0
CCL25	CCL25	0
FBN3	FBN3	0
CERS4	CERS4	32
CTD-3020H12.4	CTD-3020H12.4	0
CD320	CD320	57
NDUFA7	NDUFA7	0
NDUFA7.1	NDUFA7.1	52
RPS28	RPS28	773
KANK3	KANK3	1
ANGPTL4	ANGPTL4	0
RAB11B-AS1	RAB11B-AS1	8
RAB11B	RAB11B	87
MARCH2	MARCH2	17
RP11-886P16.6	RP11-886P16.6	0
HNRNPM	HNRNPM	193
PRAM1	PRAM1	1
ZNF414	ZNF414	37
MYO1F	MYO1F	43
AC092316.1	AC092316.1	0
ADAMTS10	ADAMTS10	1
AC130469.2	AC130469.2	0
CTD-2586B10.1	CTD-2586B10.1	0
ACTL9	ACTL9	0
OR2Z1	OR2Z1	0
ZNF558	ZNF558	1
CTD-2529P6.3	CTD-2529P6.3	0
MBD3L1	MBD3L1	0
MUC16	MUC16	0
OR1M1	OR1M1	0
OR7G2	OR7G2	0
OR7G1	OR7G1	0
OR7G3	OR7G3	0
ZNF317	ZNF317	8
OR7D2	OR7D2	0
OR7D4	OR7D4	0
OR7E24	OR7E24	0
CTC-325H20.4	CTC-325H20.4	0
ZNF699	ZNF699	21
ZNF559	ZNF559	10
ZNF559-ZNF177	ZNF559-ZNF177	0
ZNF177	ZNF177	0
CTC-325H20.2	CTC-325H20.2	0
ZNF266	ZNF266	9
ZNF560	ZNF560	0
CTC-543D15.3	CTC-543D15.3	0
ZNF426	ZNF426	2
ZNF121	ZNF121	1
ZNF561	ZNF561	15
C19orf82	C19orf82	4
ZNF562	ZNF562	1
ZNF812	ZNF812	0
CTD-3116E22.7	CTD-3116E22.7	0
ZNF846	ZNF846	7
CTD-2623N2.5	CTD-2623N2.5	0
FBXL12	FBXL12	16
UBL5	UBL5	230
CTD-2623N2.11	CTD-2623N2.11	0
PIN1	PIN1	99
OLFM2	OLFM2	8
COL5A3	COL5A3	1
CTD-2553C6.1	CTD-2553C6.1	0
RDH8	RDH8	0
C19orf66	C19orf66	78
CTD-2240E14.4	CTD-2240E14.4	0
ANGPTL6	ANGPTL6	6
PPAN-P2RY11	PPAN-P2RY11	0
PPAN	PPAN	31
P2RY11	P2RY11	2
EIF3G	EIF3G	307
DNMT1	DNMT1	42
CTD-2369P2.2	CTD-2369P2.2	0
S1PR2	S1PR2	0
MRPL4	MRPL4	71
CTD-2369P2.5	CTD-2369P2.5	0
CTD-2369P2.4	CTD-2369P2.4	1
ICAM1	ICAM1	1
CTD-2369P2.8	CTD-2369P2.8	0
ICAM4	ICAM4	0
ICAM5	ICAM5	0
ZGLP1	ZGLP1	1
FDX1L	FDX1L	18
